"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9"
"1" 2.27209760459007 1.63307568160479 1.97170294280752 1.74116794333618 1.54695993987361 2.50739758111612 2.44601598264261 1.35887744646155 1.16450536131659
"2" 0.867283078645163 0.175044776160016 0.503425923460284 -0.256752756432942 -0.201977176972218 -0.182090529420825 -1.46130726874548 -1.63343772264559 -0.48219127043256
"3" 0.788173855459802 -0.94361694853178 0.47835158939667 0.00405533413232456 -0.476594644986402 0.89341770911874 0.87479930146277 -1.36665659140358 0.366567725456915
"4" -3.81486568020859 -2.61121083698721 -3.28278836178534 -2.81696512803485 -3.87613812220495 -1.49892714001272 1.14045409254311 0.102962436074644 -0.231225281197994
"5" -0.197658755533212 -0.97195990616702 -0.0249667872105843 -0.747698371956759 -1.67676580582194 -1.70795760599222 3.15787484580628 1.26372684816275 0.697235733661541
"6" -1.28442291351573 0.268087881282164 -0.918932223585533 -2.04536021309606 -0.951710760241771 -2.3248163469149 0.127512766922524 0.49536046905148 -0.557716729220388
"7" -0.495687934645772 -0.808612100862086 -0.825980538132903 1.14284710952513 0.792362553729197 -0.465682000460113 -2.01557792294208 -1.29577699503398 -0.217600966797814
"8" 0.599295237020931 0.849445552799801 -1.03585236844509 1.23224172133512 1.09268449853792 -1.29804832715421 -2.65742087990306 -2.27352945434765 -2.18065670693593
"9" -1.03154368647687 -0.905678059126598 0.641813128118723 -0.525968808063477 -0.0179456926168834 -0.0425266369645639 -0.250963231731583 0.11878737924925 -0.864933745481222
"10" -0.305871489030627 -0.0672758606992532 0.309809977246957 0.98928915902416 0.765014640498463 -0.021224233528479 -1.00475563638869 0.369803059606487 0.283746680280725
"11" 0.4833236436871 0.151246549749297 0.363910516530318 -1.17135155240504 0.392729765929674 0.149115519013897 2.03737168224432 1.37138481458018 -0.203789286826644
"12" -1.41247439958666 0.0718069907894413 -0.80461862460866 -1.06233397907993 -0.140362216250507 -0.0927013357467771 -0.973086601074871 -0.360211106023336 -1.10909225136957
"13" -0.289973093765931 0.545787506254846 -0.264040489699551 0.00473170914314608 -0.259407095579257 -0.703634620468141 2.13888238779232 0.907436988583049 0.238810843674208
"14" -0.32999745771796 0.389111067753167 -1.16886531474079 -0.126147715198312 -0.431920114374752 -1.13046248872559 -2.92985672599178 -1.38752670718371 -1.60549136804812
"15" -1.32834626067923 -0.155529312100964 -1.11225360536281 -1.01947978559603 -1.23190634195217 -1.52520378846201 -2.34672669677154 -1.38605347672942 -1.36381803676561
"16" 0.574992530280587 -0.325480302689289 0.443405908883562 1.1235653443702 1.49833813209689 0.130202517007669 1.01760067492588 1.24966166149832 -0.799592745072136
"17" 0.747425456776355 0.751380115551786 0.301196844610163 1.22016657170028 0.704862791984859 2.43058433412912 -0.710163844310213 -0.776608785735532 -0.79358738633775
"18" 1.92823360452708 1.1727893935765 0.198309925144768 0.829797353196584 -0.130789934484625 0.873272917682183 0.338723250027739 -0.251193962915391 0.0753395191235545
"19" -1.15665209354373 0.322518425604227 0.286225861043171 -1.45446196720963 0.777380746940857 -1.09251605396177 -0.859613376844135 -0.484742651874812 -1.33230978334146
"20" 0.852233180699603 0.656296243937471 0.977227307698384 0.490173896564723 -0.0910944905335239 0.906546780912508 0.813625052003899 0.219498720437891 1.4413247635705
"21" 1.65011300529092 1.57614337351246 1.66381788614487 -0.20917574178785 -1.61013495931221 -1.11071945292056 -1.20590551801728 -1.59169254723975 -0.672185366424283
"22" -0.0351706978989698 1.32813878601298 0.246374246712357 -1.00357233577449 -0.446637928709106 -1.11031938899224 0.291910028639951 -2.49406908501922 -0.25253582928022
"23" -0.340160084104532 0.226371266263193 -0.193292736481589 -2.27395745267777 -0.500211756370776 -1.80866290727851 -0.136101349016023 0.558570824735015 -1.23456628017386
"24" 0.832861058571058 0.873494688058685 -0.165119872619414 0.67152957019548 0.562307927599326 0.664287100341665 -1.48750614497015 -0.585789976610272 -0.793466067651908
"25" 1.47291995322596 0.590481548747027 1.48678580924041 -0.207222851963221 -0.727902293038757 0.26034961742195 2.527200242515 0.274663732241225 1.94382770896701
"26" 1.50736870561335 -0.038618957813775 1.97669687470057 1.42071137949049 0.943439785052824 1.70441152479097 0.459225372218988 0.117534916729677 1.86441497292944
"27" 1.64698721399743 1.50473623585184 -0.094295504938449 0.746915459329855 1.52398078887636 0.589143547778842 0.597230984769956 1.62587166239308 0.27662988893297
"28" -0.0644783324164229 0.782935512699906 0.16834641186476 0.804659080112852 -0.196752274600789 0.0628206388684244 0.348062180388529 -0.206584452736626 1.19049329260818
"29" 0.450145982811173 0.249514734222122 0.391463816122263 -0.86406663246693 -0.326668837155395 -1.26957937093797 1.88676253113874 -0.226149297134448 0.505588775037983
