YO.dat

  -1.154,   -1.311,    0.322,   -0.465,    0.626,    2.125,   -0.313,    1.332,    1.572, 
   0.633,    0.523,   -0.976,   -0.506,    0.325,    0.347,    2.920,    2.346,    2.412, 
  -0.772,   -0.646,    0.550,   -2.058,   -0.311,   -0.969,    1.201,    1.920,    1.361, 
  -0.681,   -0.553,    0.833,   -0.247,   -0.564,    1.314,    1.548,    1.631,    0.093, 
   0.027,    0.642,    0.046,    0.266,    0.172,    1.044,    1.240,    1.038,    1.737, 
  -1.386,    0.149,   -1.123,    0.360,    0.212,    2.483,   -0.448,    0.864,    2.193, 
  -2.223,   -0.035,   -1.431,    0.333,   -0.873,    0.675,   -0.884,    0.457,    0.334, 
   2.480,   -0.125,    0.275,    0.408,   -0.714,    0.198,    1.545,    1.910,    1.917, 
   1.611,    0.650,    0.258,   -0.932,    0.263,    1.112,    2.432,    1.379,    0.416, 
   1.536,    1.067,    0.528,    1.998,    1.496,    2.312,    2.372,    2.555,    1.949, 
  -0.692,   -0.113,    0.924,    1.512,    1.052,    1.990,    2.819,    0.973,    1.654, 
  -1.860,   -0.590,   -0.830,   -0.320,    0.081,    1.157,   -1.072,    0.560,    0.711, 
   2.248,    0.596,    0.888,    0.074,    0.266,    0.756,    3.048,    1.853,    0.924, 
   0.273,   -0.155,    0.437,    0.551,    1.104,    1.446,    1.788,    1.491,    1.285, 
   1.058,    0.053,   -0.688,    0.863,    1.758,    1.795,   -0.162,    0.848,    1.479, 
  -2.471,   -0.274,    0.148,    1.046,    1.329,    1.854,    1.652,    0.882,    0.535, 
   0.535,   -0.298,    0.441,    0.156,    0.935,    3.116,    1.174,   -0.766,    2.587, 
   0.316,   -0.501,    1.031,   -0.909,   -0.379,    0.450,    0.687,    2.165,    1.302, 
  -0.468,    0.254,   -0.086,    0.184,    0.169,    1.556,    0.229,    0.520,    1.362, 
   0.211,   -1.946,    0.204,    1.009,    0.889,    1.249,    0.801,    0.297,    0.285, 
  -0.244,    1.526,   -0.238,   -0.151,    0.650,    0.690,    1.896,    1.292,    0.683, 
   1.967,    0.717,    0.504,    0.656,   -0.488,    1.835,    2.824,    1.726,    1.883, 
  -1.539,   -1.159,   -0.255,   -0.910,    0.217,    0.878,    0.659,    1.329,    1.166, 
   1.101,    0.921,    0.742,    2.717,    1.343,    2.094,    2.832,    0.689,    1.883, 
   2.266,   -1.712,    1.390,    0.761,    0.765,    2.463,    0.412,    1.807,    1.621, 
   1.141,    0.014,    1.525,    0.982,    1.553,    0.931,    2.772,    1.957,   -0.431, 
   0.991,    0.174,    0.273,   -3.212,   -0.268,   -1.007,    0.474,    1.357,    0.202, 
  -0.214,   -0.386,    1.015,    1.015,    0.512,    0.370,    0.857,    1.519,   -0.586, 
  -1.202,    0.007,   -0.060,    0.019,    0.902,   -1.034,    0.961,    0.911,    0.175, 
  -1.812,   -0.417,   -1.328,   -0.766,    0.219,    1.207,   -1.296,    0.038,    0.473, 
   1.317,   -0.081,    0.183,    1.150,   -1.330,    1.712,    0.555,    1.721,    0.501, 
  -0.949,   -0.722,   -0.285,    0.125,    0.189,    0.972,   -0.090,    0.382,   -0.087, 
   0.027,    0.141,   -0.221,    0.733,    2.167,    1.408,    0.716,    0.222,    1.200, 
  -0.597,   -0.684,    0.816,   -0.551,   -1.246,    0.968,   -0.077,   -0.462,   -0.510, 
   1.242,    0.753,    0.630,    0.491,    1.776,    0.608,    1.203,   -0.414,    0.560, 
   2.356,    0.914,   -0.079,    0.731,   -0.188,    0.963,    1.575,    1.169,    0.767, 
  -0.734,   -0.398,   -1.522,    0.041,   -0.865,    0.737,    0.454,    1.061,    0.438, 
  -0.953,    0.533,   -0.090,    0.563,   -0.620,    0.643,    1.430,    0.289,    1.705, 
   0.571,   -0.355,    0.446,   -1.014,   -0.213,    1.032,    1.831,    1.779,    1.179, 
   0.325,    0.077,    0.532,    0.703,   -0.147,    1.674,   -0.464,    2.045,    0.342, 
  -1.049,    1.040,   -0.985,    1.135,   -0.198,    2.024,    1.785,    1.257,    2.310, 
   2.823,    0.443,    0.548,   -1.462,    1.112,    1.576,    2.709,    1.560,    1.534, 
  -1.753,    0.074,   -0.691,    1.251,    1.455,    1.653,   -0.544,    2.187,   -1.069, 
  -0.474,    0.239,   -0.341,    0.714,   -0.956,    1.997,   -0.436,    1.314,    1.323, 
   1.168,    0.667,    1.170,    2.505,    1.986,    2.121,    3.618,    2.483,    1.306, 
  -0.865,    0.072,    0.010,    1.773,    0.969,    1.370,    1.280,    0.296,    0.414, 
  -0.541,   -0.248,    0.377,    0.696,    1.354,    1.571,    0.789,    0.708,    1.620, 
   0.273,    0.801,    0.101,    1.611,    2.518,    0.506,    0.638,    1.146,    1.662, 
  -2.008,   -1.133,   -0.965,   -0.845,   -0.117,    0.200,    1.517,    0.159,    1.579, 
   1.042,    0.827,    1.320,    1.091,   -0.563,    1.040,    1.797,    0.006,    1.998, 
   1.510,    0.529,    0.196,    2.838,    1.799,    2.497,    2.191,    1.576,    1.390, 
  -0.539,    0.063,   -0.421,    0.456,   -1.938,    0.225,   -0.724,    1.178,    0.194, 
   0.255,   -0.310,   -0.817,    2.564,    0.864,    2.408,    1.624,    2.535,   -0.379, 
  -0.113,   -0.170,   -0.051,    0.512,    1.277,    2.122,    1.179,    0.391,    1.374, 
   1.515,   -0.382,   -0.677,    0.018,    1.438,    0.931,    1.883,    1.786,    1.008, 
  -0.398,   -0.091,   -0.325,   -0.765,   -1.750,   -0.578,    0.562,    0.546,   -0.425, 
  -0.726,   -0.850,   -0.420,    0.010,    0.165,    0.198,   -1.289,    0.383,    0.459, 
   0.295,    0.207,   -0.391,   -1.113,    0.691,    0.101,    0.892,   -0.580,    1.805, 
   1.619,   -0.833,   -0.021,   -1.749,   -1.532,    1.638,    1.895,    1.202,   -0.073, 
  -0.120,   -1.011,   -0.628,   -1.176,    0.853,    0.870,    0.671,    0.578,    1.426, 
   0.776,    0.564,    1.013,    0.210,   -0.116,    0.596,    2.922,    0.909,    1.074, 
   1.868,    1.656,    0.292,   -0.370,   -0.539,    2.153,    2.810,    0.925,    2.021, 
   2.307,    1.662,   -0.205,    1.136,    0.879,    1.070,    1.410,    0.515,    0.343, 
  -1.036,    0.040,   -0.251,    0.937,    0.931,    2.169,    1.208,    1.121,    1.332, 
  -1.668,   -0.892,   -1.529,    1.496,    0.669,    2.102,    0.353,    0.711,    1.620, 
   2.452,    1.907,    0.114,    0.381,    1.026,    2.243,    3.213,    0.860,    2.140, 
  -0.320,   -0.461,    0.343,    0.146,   -0.446,    0.513,    1.868,    0.807,    1.840, 
   0.376,    0.765,   -0.228,   -0.045,   -1.171,    1.092,    1.671,    0.621,    1.756, 
  -0.891,   -0.323,    0.652,   -0.325,    0.064,    0.081,    1.517,    1.002,    1.470, 
  -0.910,    0.126,    0.427,    0.341,    0.756,   -0.749,   -0.691,    0.191,    0.655, 
  -0.437,   -0.173,    0.001,   -0.266,    0.934,    1.709,   -1.982,   -0.110,    0.401, 
  -0.236,   -0.964,    0.247,   -1.122,   -0.980,   -0.574,    2.568,    2.562,    1.529, 
   0.414,    0.358,   -0.035,    1.731,    1.411,    1.250,    1.071,    0.632,   -0.005, 
  -0.144,    0.517,    0.972,    1.017,    0.448,    1.170,    2.682,    0.957,    1.538, 
  -0.229,   -1.269,    0.251,    1.611,    0.017,    1.281,    0.248,   -0.073,    1.372, 
  -0.404,   -0.315,   -1.046,    0.698,    0.078,    0.878,    0.216,    0.810,    1.626, 
  -1.428,   -0.554,   -0.570,   -0.826,   -0.771,    1.937,    0.233,    1.327,    0.488, 
   0.739,    0.491,    0.629,    0.449,   -0.090,    0.631,    1.749,    1.864,    1.553, 
   2.997,   -0.229,   -0.280,    0.725,    1.638,    1.860,    2.486,    0.321,    3.435, 
   0.484,   -0.120,   -0.560,    0.402,   -0.342,    2.694,    0.019,    0.720,    1.139, 
   0.579,    0.397,    1.363,    0.664,    0.999,    0.908,    3.083,    1.480,   -0.560, 
  -1.027,   -0.931,   -1.018,   -0.787,    0.365,    1.170,   -2.372,    0.539,    0.242, 
   0.451,    1.594,    1.603,   -1.362,    0.954,   -0.680,    0.747,    2.289,    0.990, 
   1.988,    1.041,    1.493,    1.127,    0.988,    1.262,    2.436,    1.715,    2.963, 
  -1.960,   -0.303,   -0.475,   -0.584,   -1.138,   -0.868,   -0.565,    1.053,    2.026, 
   1.456,    0.820,    0.464,    2.134,    1.602,    3.482,    2.697,    1.000,    2.190, 
   0.539,    0.115,   -0.251,    2.510,    2.305,    3.309,    0.607,    1.600,    1.723, 
   2.592,    1.216,   -1.516,    1.865,    1.158,    3.738,    1.121,    0.982,    2.124, 
   1.160,   -0.478,    0.924,    2.281,    2.307,    2.232,    3.372,    0.791,    0.948, 
   1.492,    0.027,    1.218,    0.488,    0.077,    2.441,    1.577,    0.468,    1.255, 
  -0.482,    0.258,   -0.908,    1.521,    0.397,    0.498,    0.746,   -0.107,    0.504, 
   0.863,   -0.393,    1.498,    0.959,    0.705,    2.183,    1.220,    0.395,    1.309, 
  -1.298,   -0.282,   -0.483,   -1.202,   -1.321,    0.717,   -0.136,    1.884,    0.057, 
  -0.847,   -0.262,   -0.650,    1.117,    0.781,    1.131,    0.757,    0.770,    0.607, 
  -1.397,    0.502,    1.163,   -0.932,    0.407,    0.946,    1.847,    0.804,    0.080, 
   1.015,    0.700,   -1.288,    1.027,    0.829,    0.250,    0.573,    0.411,    0.970, 
   2.660,    0.698,    1.002,    2.306,   -0.065,    2.315,    3.932,    1.035,    2.088, 
   1.414,   -0.032,    0.928,   -0.667,   -0.788,    1.308,    1.782,    1.426,    2.050, 
