"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10"
"1" 1 1 0 0.785106488023409 0.675264430467625 1.00732517167572 0.72315445892781 0 0 0
"2" 1 1 1 1.72546843797867 1.5115736040274 1.71027897897679 1.39445886541365 0 1 1
"3" 1 0 0 0.759488598222879 0.498351767376862 0.553173329016171 0.970771725610257 0 1 1
"4" 1 1 1 -0.424350170963589 -0.274461552222597 -0.359479190464379 -0.410966169737421 1 1 1
"5" 1 0 1 -1.14610070356437 -1.37433585505725 -1.06022686558361 -1.27339745796679 1 0 0
"6" 0 1 1 0.903300952890353 0.299781898250147 0.32801755914792 0.401437151705401 1 1 0
"7" 1 1 1 -0.622509589968995 -0.614405887661471 -0.800821063859534 -0.858458706842786 1 0 1
"8" 0 0 0 -1.15373754476554 -0.377887112792674 -0.838139109041713 -0.336856285281886 0 0 1
"9" 1 1 1 1.25239247240746 1.47033874527014 1.83531278031469 0.966167081411893 0 0 0
"10" 1 1 1 -1.53646371783164 -1.08134065423323 -0.959065384253489 -0.411586266325705 1 1 1
"11" 0 0 1 0.427024592608057 0.711987631993903 0.935796120710301 1.07819700387661 1 0 0
"12" 1 1 1 0.415421717151459 0.227017551372617 -0.257974640696843 0.290108586851539 0 0 0
"13" 0 1 1 -0.235106169914592 -0.724704388687374 -0.556804872775393 -0.695277586363309 0 0 1
"14" 1 0 1 0.374621218861324 0.642644556803479 0.685724636363123 0.181494008739212 1 1 0
"15" 1 1 1 0.00967213861391569 -0.593954576486961 -0.0937932214007327 -0.0753368206306664 0 1 0
"16" 0 1 0 -1.14324623386612 -0.485982232246072 -1.236911601839 -0.557916092498675 0 0 1
"17" 1 0 1 0.526220204403927 0.470593294980204 0.289867074149904 0.502971287032716 0 1 1
"18" 1 0 1 -0.420561449099882 0.270349002896933 -0.45386463094989 -0.443963140892842 0 0 0
"19" 1 1 1 -0.240719148411472 -0.499096191693614 -0.728593564486013 -0.348074906662385 1 0 0
"20" 1 1 1 0.96142251252243 1.03203299890059 0.98234669785687 1.02135127694991 1 1 1
"21" 0 1 1 -1.65008739525377 -1.18728388849206 -1.67045178762032 -1.08187827183027 0 0 1
"22" 1 1 1 1.66717805017681 1.29991520197727 1.62317331237892 1.02697480146206 1 1 1
"23" 1 1 1 0.891779408363252 0.32709441447863 0.906188394731168 0.760420058743581 0 0 0
"24" 1 0 1 -0.659924813896769 -0.217972929639125 -0.268450046837001 -0.730034373669505 0 0 0
"25" 0 0 0 -1.19932113256452 -0.684094363183081 -0.825557776544112 -1.04011705129108 0 0 0
"26" 1 0 1 1.07218115723846 0.181160232840495 0.713248235047727 0.395864381346111 0 1 0
"27" 1 0 0 0.378019906671112 0.166813745907302 -0.137619878601292 -0.17212572790841 1 0 0
"28" 0 0 1 0.317692521044606 -0.45225293712716 0.125737816508 0.228443225394432 0 0 0
"29" 0 0 0 -2.165984310197 -1.55509604284165 -2.01019570305619 -1.55811158943258 0 0 1
"30" 1 0 0 -0.917396518777539 -1.09687305591083 -0.883777686488692 -0.816829355721207 0 1 0
