"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10"
"1" 1 1 1 1.14198832670641 1.24961390405955 1.39613142777683 1.26134659500882 1 1 1
"2" 0 0 0 -1.0878064400076 -0.646624072299939 -1.23409528062025 -0.836648652221652 0 1 0
"3" 1 1 1 0.506070781754497 0.31073330254956 0.662243027554009 0.634235831374834 0 1 1
"4" 1 0 0 1.93893441708711 0.864346756769916 1.01287296130976 0.854880809681426 1 1 1
"5" 1 0 1 0.0193704081513033 0.0565506001476751 0.521880163532028 0.0731174834520469 1 1 1
"6" 0 0 1 -0.36825762805942 -0.289248690083867 -0.113815667022353 -0.497728441652319 0 1 0
"7" 0 0 0 -0.56155171198963 0.0294360275006532 -0.421874604560508 -0.370996298083755 0 1 1
"8" 1 1 0 0.282804212680031 0.392934040019468 0.570285988804125 0.51276096736863 0 1 0
"9" 1 0 1 -0.550009153780724 -0.978433940377557 -0.530758183588589 -0.786568606240319 1 1 1
"10" 1 1 1 0.0958974140483153 -0.671791034068213 -0.0377676106713026 0.0636761345149137 0 0 1
"11" 1 0 1 -0.550258825470733 -0.0875259692327814 -0.971116813259421 -0.452763406543172 1 1 1
"12" 0 0 0 0.700017831038176 0.445682947602966 0.339900457765123 0.315436619269757 0 0 1
"13" 0 0 1 1.69402557622633 1.09790901034092 1.09564737421663 0.890353809843517 0 0 1
"14" 1 1 1 -1.05552246102345 -0.907929392952923 -0.854467762071916 -0.396153100353989 1 1 1
"15" 0 0 1 0.0744788959155145 -0.30252697216511 -0.135983929664867 0.0686097509979182 1 1 1
"16" 1 1 1 1.92859944601636 1.54476800531402 1.61484938219185 1.49213355776765 0 1 1
"17" 0 0 1 0.415094820274915 0.346285224890886 -0.0810609842764848 -0.0810525437486936 0 0 0
"18" 0 0 0 -1.69856215594744 -1.89891314877381 -1.3294510785772 -1.30548182560075 0 1 1
"19" 1 1 1 0.765913759047051 -0.00326379723609843 0.215579408001582 0.261640379644608 1 0 0
"20" 1 1 1 1.25680956647943 0.151341973199135 0.925153517240459 0.638327185248443 0 1 1
"21" 0 0 0 -0.394599530198527 -0.167020106777736 -0.346110739989187 -0.203930846767046 1 1 0
"22" 0 1 0 2.11072787528232 1.18260978714989 2.01752069860751 1.61698574167065 0 1 0
"23" 0 1 0 -0.117118653122161 -0.866810519623782 -0.710770018133224 -0.683070103892195 0 1 1
"24" 1 1 1 -0.0210520470654391 0.323884899006656 0.33149738405719 0.408104702788707 1 0 1
"25" 1 1 1 0.873860219550361 0.602171953438977 0.576813458121962 0.150602109432031 1 0 1
"26" 1 0 1 0.991591132581646 0.621287629909318 0.549766787550174 0.512009749103728 1 0 0
"27" 1 1 0 -0.385742347217376 -0.250899558670183 -0.0232459552772329 -0.140111479426361 0 0 1
"28" 0 0 1 1.08503960545529 0.821553010239535 1.43788637829864 0.710561520310424 1 1 1
"29" 1 1 1 0.182263716008218 -0.0628090721958018 -0.0831887712839927 0.413355306312513 1 0 1
"30" 0 0 1 0.0528041621685435 -0.224304340621243 0.0307880105881693 0.260866449981494 0 0 1
"31" 0 1 1 -1.50132610823312 -1.55710152591162 -1.28082465976787 -0.773648280886534 1 0 0
"32" 0 1 1 1.19698884316643 1.20538447804672 1.20031487863957 0.525602456263543 0 1 0
"33" 1 1 1 0.628597006472701 -0.399477160625788 0.25280422064421 0.148392556857442 0 1 0
"34" 1 1 0 -0.147088425204278 0.306395160509479 0.702542373619382 0.462817087424695 1 1 1
"35" 1 0 0 -0.34640012136852 0.0572478768517228 -0.257924875596451 -0.381694294337637 1 1 0
"36" 1 1 1 2.58991192015827 1.87609377178382 2.33055015537453 1.74260709028475 1 1 1
"37" 1 1 1 0.0648327131891062 0.188742847296497 -0.0350956685862048 -0.32239801069837 0 0 0
"38" 1 1 1 0.145590288886213 -0.176010757829367 0.0863075512511017 -0.198044744884594 1 1 0
"39" 1 1 1 -1.19231014807759 -0.457296540643192 -1.09080431716184 -0.815705067876298 0 1 1
"40" 1 0 1 -0.445768459893635 0.316487498547711 -0.306695188039682 0.256860157726273 0 1 1
"41" 0 0 0 -1.28131017777163 -0.603656128624498 -0.577735528109341 -0.557641569371801 1 1 1
"42" 0 1 1 -0.14134427594245 -0.453374536053091 -0.440550055304451 -0.0898149351572521 0 1 1
"43" 1 0 0 -0.310127650993085 -0.646132924176529 0.127056269022982 -0.269922740212735 1 1 1
"44" 1 0 0 0.921537049693904 0.728170854096982 0.93107374351393 0.912211473354994 0 0 0
"45" 1 0 0 -0.0312204301544639 0.0768196427126303 0.561592264246164 0.278008167709736 0 1 1
"46" 1 0 0 0.537732683917167 0.949783657862329 1.11468090949092 0.39986971580864 1 1 1
"47" 0 0 0 -0.557775041947051 -0.217747708373785 -0.453070932740518 -0.3193165588853 0 0 1
"48" 0 0 0 1.05349929582312 0.0710827994888621 0.764546389216964 0.223671200534172 1 1 0
"49" 1 1 1 -0.665577504979133 -0.67030923048846 -0.626728861205714 -0.546439578686236 1 1 1
"50" 1 1 1 -0.310543766680585 -0.698266829795185 0.299488608457752 -0.203783493063507 1 0 1
"51" 0 0 0 -0.848587132249375 -0.471726515020072 -0.348556234577455 -0.382138263024385 0 1 0
"52" 1 1 0 1.62268691491958 1.1666401778453 1.79069681665285 1.24815454773755 1 1 0
"53" 1 1 0 -0.313126950951611 -0.60782458269723 -0.73877330142027 -0.747270204555117 0 1 0
"54" 0 0 0 -0.178299535746781 -0.949811980711446 -0.488286928855038 -0.145917213734297 1 1 1
"55" 1 0 0 -0.831497726448766 -0.450988083794444 -1.32791284479549 -0.636514106977806 1 0 1
"56" 1 0 0 0.954315698579456 0.652222838150118 0.801567151756658 0.28095274680246 0 1 1
"57" 0 0 0 -1.84672235893666 -1.42272071730352 -1.25612435530098 -1.42487133146909 0 0 0
"58" 0 1 0 0.635833949153573 -0.32343265504362 -0.0302285719022883 -0.0642592505021776 1 0 0
"59" 0 1 0 0.0576414523056817 0.595960596037048 0.746645584606579 0.50374272998057 1 0 1
"60" 1 0 0 -0.88574389953331 -0.787293583276437 -0.949004211723537 -0.61781270292478 1 1 1
