"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10"
"1" 0 1 1 -0.433042064549557 0.0187842297608579 0.358255830677659 0.401466373981379 1 1 1
"2" 1 1 0 0.265041880121633 0.0725001287896738 0.155503143911266 -0.0160196666199694 0 1 0
"3" 0 0 1 -2.92957537003661 -2.13362799349881 -2.48239388278662 -1.85550699529505 0 0 1
"4" 0 0 1 -1.26533626002935 -0.683663986980628 -1.16798344001433 -0.647124226228394 0 1 0
"5" 0 0 0 0.201986233028479 0.277881764280739 0.286291903251322 0.49297798241453 0 1 0
"6" 1 1 1 0.252530823687933 -0.117218309966291 -0.262484449076868 -0.255937210165832 0 0 1
"7" 0 0 0 -0.600051409545966 -0.193365802891514 -0.249872754478324 -0.0696591085899065 0 0 0
"8" 0 1 0 0.240688569889914 0.38943560955216 0.435814666882426 0.652319622793603 0 0 0
"9" 1 1 1 0.835368956361212 0.121243257677607 0.710844150435319 0.775591301224714 0 0 0
"10" 0 1 1 0.185204081652518 -0.177885978550352 -0.243444898735753 -0.00329993836043939 1 1 1
"11" 0 1 1 0.0540946176040612 0.260417451174171 0.139708607614437 -0.0686200924071127 1 1 1
"12" 1 0 0 -2.31148954047915 -1.89193694630665 -2.29411382198697 -1.70162669497475 0 1 1
"13" 1 0 1 1.63666066885683 1.91777274541299 1.94271563822786 1.17964557845534 1 0 0
"14" 0 1 1 0.400838221628116 0.770531642998271 0.85270160727103 0.730655477280115 1 1 1
"15" 0 1 0 0.608327460924972 0.0434543581545996 0.552704317500839 0.276763431104782 1 1 0
"16" 1 1 1 -0.294484767149582 -0.0614841580168879 0.189079637057192 0.342266875600985 1 1 1
"17" 0 0 0 -0.466335177143009 -0.253537909691013 -0.640095606063401 -0.252208371970632 0 1 1
"18" 0 1 0 -0.945440982619768 -0.191729951656646 -0.161712222184982 -0.483363194635413 0 0 0
"19" 1 1 1 0.567319808508244 0.643855590310165 0.257542937953661 0.485033875675228 1 1 1
"20" 1 1 1 0.192675629017254 0.0427115849949454 0.148891578518201 -0.115619685794896 1 0 1
"21" 0 1 1 0.429073732838665 -0.164606430195587 0.675229161373483 0.967036666728825 0 0 0
"22" 1 1 0 0.0531717545001493 0.238379189423175 -0.003585131491112 0.355354513155732 0 0 0
"23" 1 0 1 0.369236002805734 0.0824296860262073 0.73051181382157 0.118052364973312 0 1 1
"24" 1 0 1 0.421887952649669 0.266291098999414 0.670803491091199 0.509646322027787 1 1 0
"25" 1 0 1 -0.563671376882549 0.179048077946688 -0.0140743991535099 -0.586766557556995 1 0 1
"26" 1 1 1 -0.539326375362308 -0.0701435778366684 0.0257746770397171 -0.26584004863233 1 1 0
"27" 1 1 0 1.75520632546444 0.833873747469808 1.68565551852688 1.80862243371475 1 1 1
"28" 0 1 0 -1.07927295916063 -1.00870622728473 -0.875929042829856 -0.426153054651558 1 1 1
"29" 1 0 1 -0.430732907374109 0.0183485990870144 -0.27296036357049 -0.186415306239407 0 1 1
"30" 0 1 1 -0.991385104717375 -0.39303138191476 -1.00363235376634 -0.892200829318452 0 1 0
"31" 1 1 0 -0.140471579636489 0.0601060651923863 -0.453742523794586 0.252981836927747 0 0 0
"32" 0 1 1 -0.0813165438196299 -0.0773916492153402 -0.0143698360845725 -0.307913783750692 1 0 0
"33" 1 1 0 -1.02578410912063 -0.718978742815788 -1.59994202441745 -0.314867848389311 0 0 1
"34" 0 1 0 -1.04704098336785 -0.458413715769428 -0.565794922284952 -0.88757362736413 1 0 0
