"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10"
"1" 1 0 0 -0.0800056402402268 0.134833998625676 0.388825334265289 0.150146177574729 0 0 0
"2" 1 1 1 -0.252469003017306 -0.606656589299866 0.206946553840287 -0.252235548796026 1 1 0
"3" 0 1 0 0.463387512715556 0.767735461895926 0.0750983476682542 -0.0123199038989907 0 0 0
"4" 0 0 0 -0.136360465760908 -0.331380454064766 -0.105624808971442 -0.110948194257006 0 0 0
"5" 0 0 0 -1.15890030552978 -0.865890429978686 -1.6755981758113 -0.918002442852432 0 0 1
"6" 1 1 1 2.3340546738693 1.5002957772962 2.16021070991519 1.79274326016862 0 0 0
"7" 0 1 1 -2.73100085050584 -1.42880568911613 -1.8879757939451 -1.32802082860709 0 0 1
"8" 1 0 1 -0.844209119086771 -0.723994330417451 -0.77416371411273 -0.915588048774661 1 0 0
"9" 0 1 0 0.0620375923963463 -0.202824641000901 -0.680360022028304 -0.450999130344643 0 0 0
"10" 1 1 1 -1.0273715374509 -0.831003400156822 -0.769927361710518 -0.438045379002617 0 1 0
"11" 0 1 0 -1.20909174847838 -0.94414397864207 -0.539421819850402 -0.808589338121574 1 0 0
"12" 1 0 1 -2.0378506993802 -1.37879084041412 -0.815020146700531 -1.08277870198989 1 1 1
"13" 1 1 1 0.771506826652012 0.174501362442721 -0.029132052725907 -0.17591864346978 1 0 1
"14" 1 1 1 -0.906923013684274 -0.571447440542386 -0.611011079242778 -1.05085981019659 0 1 0
"15" 0 0 0 -0.64230623286989 -0.638152782374367 -0.421945289663233 -0.376134204631222 0 0 1
"16" 0 1 1 -0.4260486035876 -0.0837852603097389 -0.773494262086446 0.168863754591454 1 1 1
"17" 1 0 1 -0.449840407437908 -0.100937302346557 -0.0928085531385469 -0.862295455981841 0 1 0
"18" 1 1 0 0.139650393041681 -0.0175264030270184 0.191761832904094 0.362942195452319 0 1 1
"19" 0 0 1 1.80264042430556 0.966540992426611 1.29128375115419 1.80308901090864 1 0 0
"20" 1 0 1 -1.5711953170053 -1.60382655474086 -1.38032708867811 -0.771770673121984 1 0 0
"21" 1 1 1 -0.981671855413248 -1.14957793717678 -1.44418896672968 -0.656675637015462 1 1 0
"22" 1 1 1 0.911849747715764 1.08629011451695 1.35006516328051 0.42788331862368 0 1 1
"23" 1 1 1 1.75863908384851 1.18611355510447 1.38072699906672 1.33168418205443 0 1 1
"24" 1 1 0 -0.959115880685083 -0.359168750678762 -0.637703560256761 -0.929224888033814 0 0 1
"25" 0 1 0 1.56722188955074 0.245978814623137 0.352499289840293 0.60409652202542 0 1 0
"26" 1 0 0 -0.893775500420272 -1.01454376048902 -1.02287175421635 -1.05618220880957 0 0 0
"27" 0 0 1 -0.459618371550358 -0.632291252846353 -0.892297622450666 -1.26936069261761 1 1 1
"28" 1 0 0 -0.160652861752916 -0.497683541622311 0.0112324415120654 0.00089328055193022 1 1 1
"29" 1 1 1 0.181333682123012 -0.0314306698705295 0.0118410340277986 -0.1892171468787 1 0 0
"30" 0 0 0 -0.787237893739632 -1.43764027087088 -0.769528444629648 -0.813452878873041 0 0 0
"31" 1 1 1 2.68279329674575 1.4675690405382 1.69527007493884 1.72175640747849 1 1 1
"32" 1 0 0 -0.0535389018826163 -0.144093323768552 -0.193645441286968 0.0703369794520379 0 1 0
"33" 1 1 1 0.859275530520963 0.348696580529948 0.705911195128829 0.50088673662589 0 0 1
"34" 0 1 1 -0.747408487387995 -0.511264379625071 -1.07895278825621 -0.68140538166766 0 0 1
"35" 0 0 0 0.0211160067704404 -0.2691916588083 -0.254076115347312 0.116538296969787 1 0 0
"36" 0 0 0 -0.240205698152069 -0.453998198811351 0.0251207813975829 0.0350617136647935 1 1 1
"37" 0 0 1 -0.756132371410111 -0.969322586974642 -0.984223281762938 -0.897356205827262 0 1 1
"38" 1 1 1 -0.696102905395689 -0.590324747474642 -1.06130782045635 -0.941897186374356 1 0 1
"39" 1 1 1 1.53687143541857 1.2128001220087 1.19902445857372 1.17762509809042 1 0 0
"40" 0 0 0 0.518775020578833 0.0469135007981721 0.467508438318823 -0.25955982119399 1 0 1
"41" 1 1 0 -0.827080232890137 0.0712180656023136 -0.249145731813744 -0.000659725919872955 1 0 0
"42" 1 0 0 -1.17862652924614 -1.78325704051124 -1.38277897902078 -1.34694959217896 0 0 0
"43" 0 0 0 -1.54359263317256 -1.45806783795148 -1.12184452543223 -1.44807610780081 0 0 0
"44" 0 1 1 -0.928600755820431 0.0505936976917402 -0.240657829725578 -0.204823260244192 0 1 1
"45" 0 0 0 0.292054432352991 -0.510147453195636 -0.61946967870455 0.365445493917786 1 0 0
"46" 0 0 0 0.341298347024298 0.297961039742955 0.319277302850348 0.672292247852826 0 1 0
"47" 1 1 1 0.771065839910773 0.662460089335824 1.11236917778409 0.571624643133898 1 0 1
"48" 0 0 0 0.810218596910518 0.0380115178741415 0.712670876949886 0.431748431451206 1 1 0
"49" 0 0 0 0.647506352129999 -0.463785304134126 -0.219151418015222 -0.599443375405158 0 1 0
"50" 0 0 0 -0.396343520968952 -0.644018768035835 -0.141783382817864 -0.990221462072219 1 0 0
"51" 1 0 1 1.38970939891918 0.849576514787381 0.736527696778485 0.488479312366242 0 0 1
"52" 1 1 1 0.23061283139107 -0.168783187260579 0.117277511586879 -0.0644440184558181 0 0 0
