"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10"
"1" 0 0 0 0.752350374492566 0.884099910962055 0.598345394349684 0.399509552114524 1 0 0
"2" 0 0 0 -0.926086884422788 -0.525752622126744 -0.5114298139871 -0.413902702458696 1 0 1
"3" 0 1 1 0.118066205397715 -0.0326968781725609 -0.189405524231659 -0.187327866189025 0 0 0
"4" 1 1 1 1.60945500197817 1.25832504797042 1.36857375048226 1.00809892415634 0 0 0
"5" 0 1 0 0.0510200527552973 0.123612124228113 -0.156586098688514 0.0214513015273209 0 0 0
"6" 0 0 0 -1.60636728482852 -1.54169328126949 -1.59366935239731 -1.42582143415116 1 0 1
"7" 1 1 1 0.990572100660846 0.906241077215957 0.989561095244716 0.819471309275065 1 0 0
"8" 1 1 1 -0.0286651365347043 -0.131135977332375 0.0894866102066363 -0.451176020153654 1 1 1
"9" 1 1 1 0.578069813868237 0.506547195675448 0.900632166118279 0.387451030420183 1 1 1
"10" 0 1 0 -0.27143490912517 -0.357990774875857 -0.256275067362609 -0.058070408442501 1 1 1
"11" 0 1 1 0.00354282267795414 0.219686200851566 -0.00685417683969414 0.343125496845891 0 0 1
"12" 0 1 0 -0.0592262121410363 0.0415520891222347 0.328259930770102 -0.0984600091176483 1 1 1
"13" 1 0 0 -0.748437012382106 -0.963786836256611 -0.868040332295604 -0.994438491115946 0 1 0
"14" 0 1 0 -1.66674598696741 -1.52698861212946 -1.17837414931204 -1.25702903549608 0 0 1
"15" 1 0 1 -0.384872679570398 -0.691390442465168 -0.622961766464482 0.124741934818917 0 1 1
"16" 0 0 0 0.010904740802691 -0.397213556955715 -0.0821814073287668 0.504713876564949 0 0 0
"17" 0 0 0 -1.11042201712964 -0.41210733286159 -1.16121291851344 -0.55209083043971 1 0 0
"18" 0 0 0 0.0430504797767991 0.201989077845538 0.180516357018687 0.209359349601059 0 0 0
"19" 1 0 1 0.221803322812329 0.0868052812518956 0.343400866996348 -0.0259688905051483 0 1 0
"20" 1 0 1 0.415034958957398 0.0586806714932477 0.621072858637932 0.153333020535697 1 0 0
"21" 1 1 1 0.988940573394786 0.397128788281007 0.972419714531034 0.612544464082513 1 1 1
"22" 0 0 0 0.531022586618775 -0.214178130676034 0.420194537807623 -0.311944608811675 1 0 0
"23" 1 1 1 0.657147449744678 1.17575298204438 1.18344087576756 0.508040893530221 0 1 0
"24" 1 1 1 0.492739060634655 -0.342012394543542 0.185172669508243 0.496117204864082 1 1 1
"25" 1 0 0 -0.304775672243498 -0.16384436359795 -0.345852251298095 -0.33103032689365 1 0 1
"26" 0 0 0 -0.84263562204102 0.0939988678161506 -0.389254792793283 -0.291615675627696 0 1 0
"27" 0 1 0 -1.51266268591474 -0.919960258776534 -1.21554963762921 -1.15396062327061 1 0 0
"28" 0 0 0 0.21649757358363 0.152740053217867 -0.10274376450829 -0.120601412400305 1 1 1
"29" 0 0 0 -0.305378911002367 -0.743189810851008 -0.891876800735682 -0.642650910529441 0 0 1
"30" 1 0 1 0.649262731069656 1.11988871065359 0.937246487762216 0.609227597050746 1 0 0
"31" 1 1 1 0.792613072280527 0.412510481801886 0.424965950170568 0.634507907790208 1 0 1
"32" 1 0 1 -0.464499301660584 -0.472068953724049 -0.674057002811253 -0.318052268952468 1 1 1
"33" 0 0 0 -0.822970853713327 -1.62842874641349 -0.465834151029251 -0.742160838993875 1 1 1
"34" 1 0 0 -1.87303435391875 -0.724049752223429 -1.58294554318188 -1.07183250095225 1 1 0
"35" 0 1 1 1.02810226050568 0.438836577671372 0.0971813627186644 0.480642605989677 0 0 0
