"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10"
"1" 1 1 1 -0.641493746149488 -0.0387217250175237 -0.238434853077254 -0.501576160260493 1 1 1
"2" 1 1 1 1.42880613863596 0.965280729523844 0.971567367339613 0.830831659920439 1 1 1
"3" 1 1 1 1.92324344228979 0.839068995034688 2.10563897408601 1.24913968803652 0 1 0
"4" 1 1 1 0.134214648590073 0.0916589594978999 0.463457544194418 0.296337372198795 1 0 1
"5" 0 0 0 -0.111494428392523 -0.497086285538174 0.148271567407918 -0.514171879832491 0 1 0
"6" 1 1 0 1.02858241596868 0.49732804523983 0.91967324957088 0.518043778452156 1 1 0
"7" 1 1 1 0.842846589658764 0.601820193419125 0.621103338965195 0.405398984942879 1 1 1
"8" 1 1 1 0.98314541939242 1.56500201106231 1.691319581514 1.69367672367375 1 0 1
"9" 1 0 1 -0.593285536630881 -0.449063465819086 -0.733055960939134 0.0107143222424183 0 1 1
"10" 0 0 0 0.530346476311269 0.253807860425076 0.588211201369344 0.342319249458531 1 0 1
"11" 0 1 0 -0.532957840420637 -0.390759249064528 -0.484193883068846 -0.287464168851347 0 1 0
"12" 1 0 0 -1.23051386737715 -0.98054168653532 -2.01593558984816 -0.797527489428195 0 1 1
"13" 1 0 0 -0.478968460444239 -0.443218785896271 -0.421832383003047 -0.6051402915823 0 0 0
"14" 1 1 1 -0.45434880240527 -0.301017959834641 -0.0404547622161849 -0.351720006169939 0 1 1
"15" 0 0 1 -1.02394263372597 -0.54728201998895 -0.242997483240393 -0.286121266961692 1 0 1
"16" 0 1 1 -2.98715832968932 -1.93985878800399 -2.12598235202718 -1.54877732023182 0 0 0
"17" 1 0 0 0.742653279552144 0.910251164194025 0.819856126554271 0.320901279593253 1 0 0
"18" 0 0 1 -0.671428253910042 -0.402946689274548 -0.509660465170708 -0.298347698683606 1 1 0
"19" 0 1 1 -1.01006673762645 -0.669249823438857 -0.910132404714781 -0.621595140863397 1 1 0
"20" 1 1 0 2.16439306804238 2.03385590769709 2.43194116036758 1.59652603983294 0 0 0
"21" 1 1 1 -0.969247280395591 0.01076761209082 -0.600634834650628 -0.107944769252522 1 0 0
"22" 1 0 1 0.823429273621552 0.675497975289329 0.12924843039713 0.346131650395512 1 0 1
"23" 0 0 0 -1.34887835930074 -0.4545218765897 -0.314781139915629 -0.42169159848809 0 1 1
"24" 0 0 1 -2.10836848024131 -1.21370772803987 -1.5449428619966 -1.18754595133476 0 0 0
"25" 0 1 0 0.0620077657694598 0.0516987698311473 -0.243926742328894 0.00662687484556115 0 0 0
"26" 0 0 0 -0.995717274665253 -0.583473706140036 -0.665267726733205 -0.411247195310931 0 1 0
"27" 0 1 1 0.117949551342938 0.281233704709142 0.256854280795614 0.133769768578327 0 1 0
"28" 1 0 1 -0.524658883324596 -0.298572965844268 0.215402089560152 -0.329374960208774 0 1 1
"29" 1 1 1 2.18617640695341 0.815140092807769 1.19553069931657 0.443854261916186 0 0 0
"30" 0 0 1 1.75245362829513 2.03654349684685 2.0885445526398 1.13524154524251 1 1 1
"31" 0 0 0 0.568008714234347 0.241992252913219 0.428148800323448 0.0163166213732299 1 0 1
"32" 1 0 0 1.21594639062011 1.07762123879821 1.03986596438571 0.714029109464204 1 0 1
"33" 0 1 0 -1.75638667354497 -1.17812050706588 -1.42778564707115 -0.988490992416722 1 0 0
"34" 0 1 1 -0.229193444284629 -0.12905036023579 -0.347160957273345 0.0395351436210489 1 1 0
"35" 1 1 0 0.822894651157633 0.251473564885343 0.054767871711735 0.465725506042935 0 1 1
"36" 0 0 1 -0.328904349138941 -0.143108029913505 0.471043804426999 0.540971798331158 0 0 0
"37" 1 1 0 0.345256110633807 0.10567203334596 -0.281582961784095 0.0582890771732673 1 1 1
"38" 0 0 0 -1.82029815861511 -1.16968379627139 -1.25347751001204 -1.68550584890724 1 1 0
"39" 1 1 1 -0.46470975598884 -0.294483737519043 -0.412148214682894 -0.676465194886604 1 1 0
"40" 1 1 0 -2.22299112797913 -1.11700067168147 -1.83042145229787 -1.54449044863327 0 1 0
"41" 0 1 1 -1.92483678419006 -1.28413434963594 -1.92298298476202 -0.827393273459405 1 1 1
"42" 1 1 1 1.02328986057634 -0.22089413478887 0.943399601078138 0.580452697100207 1 1 1
"43" 1 1 1 0.0902654806568214 -0.0890654950711733 -0.0722351876953985 -0.0157239496420095 0 0 0
"44" 0 0 0 0.371629138608641 0.206454004932964 0.0609414541958105 -0.147314134937236 1 1 1
"45" 1 1 1 -0.41320724939063 -0.320529659261305 -0.427775941147717 -0.237743073116656 1 1 0
"46" 1 1 1 -0.0261517440441455 0.542577165496493 0.534550265887516 -0.213629123734602 1 0 0
"47" 0 1 0 -0.940695372585744 -0.2825481738616 -0.583164157129617 -0.600715653605882 1 1 1
"48" 0 1 1 -1.26979203137293 -1.49765332097875 -1.71734947371999 -1.55731515712953 0 1 0
"49" 1 1 1 -0.245560080165755 -0.569220744341582 0.0895857724593982 -0.542521655887643 1 1 1
"50" 1 0 1 1.33718843294059 0.469609724091706 0.881649491861376 0.419286163117685 0 1 1
"51" 1 1 0 -0.797588699516375 -0.457289532369152 -0.820212451783533 -0.717946086041249 0 0 0
"52" 1 1 1 -0.0502982936432087 -0.0335909568050699 -0.323661609410636 0.107606150173094 0 1 1
"53" 1 1 0 -0.497984142820978 -0.324451895877373 -0.620059578472701 -0.926068459948644 1 0 1
"54" 1 1 1 -0.0924464373509013 -0.21843831395544 0.297229361422839 0.518065605331322 1 1 1
"55" 1 1 1 1.08432098982636 0.789789776270564 0.600716721453174 0.37983840938625 0 1 1
"56" 1 1 1 0.161078356703848 0.106382608488363 -0.34079334051703 0.320034288386733 0 0 1
"57" 1 0 0 0.628174684548523 0.25951563539339 0.787947855370619 0.621607586071452 0 0 1
"58" 0 0 0 0.209040130905572 0.198522730732986 -0.0496447883901137 0.576205382954249 0 0 1
"59" 1 1 1 0.620486917497163 0.96035620680883 0.818271549036391 0.410510076793473 1 1 0
"60" 1 1 1 0.732309933428822 0.0388754406876763 0.82958079724564 0.493351533022682 1 1 0
"61" 0 0 1 -0.940826356215741 -0.594920804618691 -0.959449754238358 -0.844192675186423 1 1 1
"62" 1 0 0 -0.480172776014009 -0.32394393936974 -0.276873255832253 0.125600655946367 0 0 0
"63" 1 1 0 1.00460887503496 0.71848439738919 0.866185384243397 1.18367312826653 1 1 0
"64" 0 1 0 -0.229830323570975 -0.522761474170144 -0.0314193210908702 -0.194550614044639 1 1 1
"65" 1 0 0 1.07388043008286 0.562726399099908 0.662001863464017 0.89443313921174 1 0 1
"66" 0 1 1 0.015832176993159 -0.0392517845004604 0.368243431362951 0.0634919121810109 1 0 0
"67" 1 1 1 1.2740024273945 0.804144505825179 0.980495181340965 0.649599554416629 1 0 1
"68" 1 1 1 -0.177753984838747 0.22074200875593 0.169648669959406 0.217947694369035 0 1 0
"69" 1 0 0 0.0399071129992555 -0.218466162839449 0.206800289043761 0.237095159142066 1 1 0
"70" 1 0 1 0.416529446068576 0.517727750990247 0.742056385952361 0.64872366444781 0 1 1
"71" 1 0 1 -1.1351112281703 -0.322337800761604 -0.993951174490255 -0.564142701389086 1 1 1
"72" 1 1 1 0.99328393054181 0.680971114041781 0.828164084271786 1.01231973822136 0 1 1
"73" 1 0 1 0.247805653289687 0.302164648734268 0.22184559935103 0.0654174051293149 0 0 1
"74" 0 0 1 -0.500384406932202 -0.380074038012064 0.0762911971278773 -0.290915044551268 1 1 1
"75" 1 1 1 0.857761201607426 0.103585989482587 0.176181286682232 0.0793605401664166 1 1 0
"76" 1 1 1 -0.385181890205112 0.0640144786963314 0.0584091345867478 0.252661126168899 1 0 1
"77" 0 1 1 -0.897035171528884 -0.344187807615434 -1.11910025682722 -0.733579720371826 0 1 1
"78" 0 0 0 -0.30282729517631 -0.102783835979096 0.523501799496119 0.0214787414177473 1 1 0
"79" 0 1 0 0.453048401823581 -0.0950924620462313 0.0913574072805682 -0.0823760265437283 0 1 0
"80" 0 0 0 -1.44997628690532 -0.914540807727455 -1.04553369717687 -1.1808981035316 1 0 0
"81" 1 0 0 0.958978967723867 0.0069684781208984 0.877072590427983 0.681659070044143 0 1 1
"82" 0 1 1 0.179403670963845 0.239652600438278 -0.285369946504673 -0.500334548312308 1 1 0
"83" 0 1 0 -0.888773586972183 -0.438155171793272 -0.84963515051079 -0.715568520379258 0 0 0
"84" 1 1 1 0.927057387472443 0.704348664818736 0.405777262045728 0.404475895026688 0 0 0
"85" 0 1 1 -0.215819926571046 -0.549821081748275 -0.619615158273848 -0.651280622885159 0 1 1
"86" 1 1 1 1.60639540981593 1.31266245645016 1.48833093657288 1.29078381439651 1 1 1
"87" 1 0 0 -0.61638485006313 -0.254307344273023 -0.668192473880582 -0.497695139491173 0 0 0
"88" 1 1 1 0.312482834646917 -0.154927886217644 0.196251112313777 0.0128028663782946 0 1 0
"89" 1 0 0 -0.845048746302368 -0.253630571654134 -0.982109605063098 -0.615936096798506 0 1 1
"90" 1 0 1 -0.500588406923023 -0.550857986228077 -0.71249674723446 -0.577133279005402 0 1 0
"91" 1 1 1 1.16031705006721 0.46583900116938 0.863189354496886 0.557600078797167 1 1 0
"92" 0 1 1 0.129645401514862 0.490599322308019 0.663277542305695 0.286386727671161 0 0 1
"93" 0 0 0 -0.332574339820043 -1.11623441241644 -0.779775474738182 -0.777286990027743 0 1 1
"94" 1 0 0 1.42811155310875 0.730193877244696 1.26096205393482 0.516512795504736 1 1 1
"95" 0 0 0 0.268271743660795 -0.202939482241904 -0.385630580187956 -0.433051530216497 0 1 0
"96" 1 0 0 1.08442311882748 0.560167709589582 1.08261281655609 0.39463415645202 0 1 0
"97" 1 1 1 0.403156707164254 -0.145555299687521 0.24001947604 0.578678650266071 0 1 1
"98" 0 0 0 0.0236492957910858 0.391799907174357 0.206618670749674 0.507168846234767 0 0 1
"99" 1 0 1 1.13968436194784 1.46553102055434 1.89065150847192 1.84129345635702 0 1 0
"100" 1 1 1 1.73078472531896 1.04479024208182 1.37366424255905 0.95511045379986 1 1 1
"101" 1 0 0 -1.92986915616852 -0.551556649860618 -1.56622715685052 -0.881171728084093 1 0 0
"102" 0 0 0 -0.715160088912281 -0.313624124741716 -0.390040623522074 -0.0625327217092519 0 0 0
"103" 0 0 1 -0.151911876203589 0.470315832821973 -0.150601155502538 0.00895628701513157 1 0 1
"104" 1 1 1 0.422796536186058 0.6800043487924 0.312376288486332 0.254737766637744 0 1 0
"105" 0 1 0 0.142070993180808 0.130883291549885 0.213218168834589 -0.038149952394933 0 0 0
"106" 0 1 0 -0.216627745589042 -0.036538525714413 -0.291904508393999 -0.818363814550196 0 0 1
"107" 0 1 0 0.687327921094215 0.415845420501387 0.646649331888878 0.564622613715885 1 0 0
"108" 1 1 1 -0.95237201133715 -0.995569969937667 -1.06970928138184 -0.607994221768812 1 1 0
"109" 1 1 1 0.824798921694973 0.779487617967978 0.761142544311624 0.485405009210521 1 0 1
"110" 1 0 1 0.127747614353335 -0.0710774238552056 0.214323452222505 0.255034514710806 1 0 1
"111" 1 1 1 1.58258827085451 1.1420663832528 1.48449592149996 1.23866804654568 1 0 1
